CI_Cat,CI_Subcat,WBS,Status,Impact,Urgency,Priority,number_cnt,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Resolution_Time_hrs
application,Desktop Application,WBS000092,Closed,5,5,5.0,0.020283178,incident,closed,4.0,2013-10-01 09:07:00,2013-10-01 16:21:00,2013-10-04 15:58:00,2013-10-04 15:58:00,3835194444,User manual not used,1.0,1.0,1.0,78.85
computer,Laptop,WBS000187,Closed,4,4,4.0,0.841182988,incident,closed,0.0,2013-10-01 09:08:00,2013-10-01 16:21:00,2013-10-01 14:25:00,2013-10-01 14:25:00,5297222222,Software,1.0,1.0,1.0,5.283333333333333
hardware,DataCenterEquipment,WBS000267,Closed,3,3,3.0,0.913485766,incident,closed,0.0,2013-10-01 09:11:00,2013-10-01 16:21:00,2013-10-01 11:23:00,2013-10-01 11:23:00,1235555556,Hardware,1.0,1.0,1.0,2.2
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.371733956,incident,closed,0.0,2013-10-01 09:12:00,2013-10-01 16:21:00,2013-10-01 10:58:00,2013-10-01 10:58:00,1773333333,Software,1.0,1.0,1.0,1.7666666666666666
application,Web Based Application,WBS000172,Closed,4,4,4.0,0.406568735,incident,closed,0.0,2013-10-01 09:13:00,2013-10-01 16:21:00,2013-10-01 09:23:00,2013-10-01 09:23:00,173611111,Other,1.0,1.0,1.0,0.16666666666666666
application,Client Based Application,WBS000073,Closed,4,4,4.0,0.931250347,incident,closed,1.0,2013-10-01 09:13:00,2013-10-01 16:21:00,2013-10-01 09:16:00,2013-10-01 09:16:00,39166667,Other,1.0,1.0,1.0,0.05
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.108506602,incident,closed,0.0,2013-10-01 09:14:00,2013-10-01 16:21:00,2013-10-01 11:36:00,2013-10-01 11:37:00,2374166667,Other,1.0,1.0,1.0,2.3833333333333333
application,Server Based Application,WBS000014,Closed,3,3,3.0,0.616199066,incident,closed,0.0,2013-10-01 09:24:00,2013-10-01 16:21:00,2013-10-01 22:34:00,2013-10-01 22:34:00,8586111111,Data,1.0,1.0,1.0,13.166666666666666
application,Server Based Application,WBS000094,Closed,5,5,5.0,0.023436531,incident,closed,0.0,2013-10-01 09:30:00,2013-10-01 16:21:00,2013-10-01 11:43:00,2013-10-01 11:43:00,2213888889,Software,1.0,1.0,1.0,2.216666666666667
database,Database,WBS000239,Closed,4,4,4.0,0.822653955,incident,closed,4.0,2013-10-01 09:38:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-03 13:48:00,2100333333,Software,1.0,1.0,1.0,52.166666666666664
application,Server Based Application,WBS000006,Closed,4,4,4.0,0.492921353,incident,closed,0.0,2013-10-01 09:38:00,2013-10-01 16:21:00,2013-10-01 09:55:00,2013-10-01 09:55:00,286944444,Software,1.0,1.0,1.0,0.2833333333333333
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.635764718,incident,closed,2.0,2013-10-01 09:42:00,2013-10-01 16:21:00,2013-10-01 11:53:00,2013-10-01 11:53:00,2181944444,Software,1.0,1.0,1.0,2.183333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.98971517,incident,closed,0.0,2013-10-01 09:42:00,2013-10-01 16:21:00,2013-10-01 14:17:00,2013-10-01 14:17:00,4569444444,Other,1.0,1.0,1.0,4.583333333333333
application,Server Based Application,WBS000027,Closed,3,3,3.0,0.011512725,request for information,closed,0.0,2013-10-01 09:45:00,2013-10-01 16:21:00,2013-10-01 22:33:00,2013-10-01 22:33:00,8238055556,Data,1.0,1.0,1.0,12.8
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.766387871,request for information,closed,2.0,2013-10-01 09:53:00,2013-10-01 16:21:00,2013-10-01 15:20:00,2013-10-01 15:20:00,5443611111,Other,1.0,1.0,1.0,5.45
computer,Omgeving,WBS000098,Closed,4,4,4.0,0.915768494,incident,closed,1.0,2013-10-01 09:56:00,2013-10-01 16:21:00,2013-10-03 10:40:00,2013-10-03 10:41:00,87,No error - works as designed,2.0,1.0,1.0,48.75
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.265644108,incident,closed,0.0,2013-10-01 09:57:00,2013-10-01 16:21:00,2013-10-01 14:19:00,2013-10-01 14:19:00,4366666667,Other,1.0,1.0,1.0,4.366666666666666
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.100792824,incident,closed,0.0,2013-10-01 09:59:00,2013-10-01 16:21:00,2013-10-01 11:37:00,2013-10-01 11:37:00,1631944444,Software,1.0,1.0,1.0,1.6333333333333333
application,Server Based Application,WBS000255,Closed,4,4,4.0,0.658728976,incident,closed,0.0,2013-10-01 10:05:00,2013-10-01 16:21:00,2013-10-02 08:00:00,2013-10-02 08:01:00,8441111111,Unknown,1.0,1.0,1.0,21.933333333333334
application,Server Based Application,WBS000294,Closed,3,3,3.0,0.526935681,incident,closed,0.0,2013-10-01 10:05:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-01 17:01:00,6919166667,Other,1.0,1.0,1.0,6.933333333333334
application,Desktop Application,WBS000089,Closed,4,4,4.0,0.786597173,incident,closed,0.0,2013-10-01 10:08:00,2013-10-01 16:21:00,2013-10-01 10:24:00,2013-10-01 10:24:00,266944444,Software,1.0,1.0,1.0,0.26666666666666666
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.722485669,incident,closed,0.0,2013-10-01 10:13:00,2013-10-01 16:21:00,2013-10-04 09:40:00,2013-10-04 09:40:00,3094694444,Software,1.0,1.0,1.0,71.45
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.943628205,incident,closed,0.0,2013-10-01 10:17:00,2013-10-01 16:21:00,2013-10-01 11:51:00,2013-10-01 11:52:00,1574444444,Software,1.0,1.0,1.0,1.5833333333333333
subapplication,Web Based Application,WBS000073,Closed,5,5,5.0,0.462947799,incident,closed,0.0,2013-10-01 10:21:00,2013-10-01 16:21:00,2013-10-03 13:47:00,2013-10-03 13:47:00,1810277778,Other,1.0,1.0,1.0,51.43333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.250923968,incident,closed,0.0,2013-10-01 10:25:00,2013-10-01 16:21:00,2013-10-04 09:41:00,2013-10-04 09:41:00,3076305556,Software,1.0,1.0,1.0,71.26666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.984149699,incident,closed,0.0,2013-10-01 10:28:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-02 15:19:00,1536555556,Software,1.0,1.0,1.0,28.85
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.330126657,incident,closed,0.0,2013-10-01 10:28:00,2013-10-01 16:21:00,2013-10-01 11:51:00,2013-10-01 11:51:00,1373055556,Software,1.0,1.0,1.0,1.3833333333333333
application,Web Based Application,WBS000073,Closed,5,5,5.0,0.076303098,request for information,closed,0.0,2013-10-01 10:31:00,2013-10-01 16:21:00,2013-10-01 17:03:00,2013-10-01 17:04:00,6545,User manual not used,1.0,1.0,1.0,6.55
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.560099409,incident,closed,0.0,2013-10-01 10:33:00,2013-10-01 16:21:00,2013-10-02 08:28:00,2013-10-02 08:28:00,8409166667,No error - works as designed,1.0,1.0,1.0,21.916666666666668
application,Server Based Application,WBS000023,Closed,3,4,3.0,0.378514939,incident,closed,0.0,2013-10-01 10:35:00,2013-10-01 16:21:00,2013-10-01 11:00:00,2013-10-01 11:00:00,427777778,User error,1.0,1.0,1.0,0.4166666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.672638276,incident,closed,0.0,2013-10-01 10:47:00,2013-10-03 10:45:00,2013-10-03 13:31:00,2013-10-03 13:31:00,1781638889,Software,2.0,1.0,1.0,50.733333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.542599526,incident,closed,0.0,2013-10-01 10:48:00,2013-10-01 16:21:00,2013-10-02 14:36:00,2013-10-02 14:36:00,1320944444,Software,1.0,1.0,1.0,27.8
application,Server Based Application,WBS000099,Closed,3,3,3.0,0.926920461,incident,closed,3.0,2013-10-01 10:53:00,2013-10-01 16:21:00,2013-10-01 11:11:00,2013-10-01 11:11:00,300833333,Other,1.0,1.0,1.0,0.3
displaydevice,Monitor,WBS000091,Closed,4,4,4.0,0.192731612,incident,closed,1.0,2013-10-01 09:41:00,2013-10-01 16:21:00,2013-10-01 10:14:00,2013-10-01 10:14:00,420277778,Hardware,1.0,1.0,1.0,0.55
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.212100803,incident,closed,0.0,2013-10-01 09:43:00,2013-10-01 16:21:00,2013-10-01 09:46:00,2013-10-01 09:46:00,47222222,Operator error,1.0,1.0,1.0,0.05
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.532876853,request for information,closed,0.0,2013-10-01 09:48:00,2013-10-01 16:21:00,2013-10-01 09:59:00,2013-10-01 09:59:00,192222222,Other,1.0,1.0,1.0,0.18333333333333332
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.988817294,incident,closed,0.0,2013-10-01 09:57:00,2013-10-01 16:21:00,2013-10-01 14:20:00,2013-10-01 14:20:00,4386111111,Other,2.0,1.0,1.0,4.383333333333334
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.746685268,incident,closed,2.0,2013-10-01 10:06:00,2013-10-01 16:21:00,2013-10-01 11:44:00,2013-10-01 11:44:00,1637777778,Software,1.0,1.0,1.0,1.6333333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.455465509,incident,closed,0.0,2013-10-01 10:15:00,2013-10-01 12:16:00,2013-10-01 13:50:00,2013-10-01 13:50:00,28975,Operator error,2.0,1.0,1.0,3.5833333333333335
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.341125814,incident,closed,0.0,2013-10-01 10:23:00,2013-10-01 16:21:00,2013-10-01 11:49:00,2013-10-01 11:49:00,1433611111,Software,1.0,1.0,1.0,1.4333333333333333
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.597047328,incident,closed,0.0,2013-10-01 10:23:00,2013-10-01 16:21:00,2013-10-01 11:48:00,2013-10-01 11:48:00,1407222222,Software,1.0,1.0,1.0,1.4166666666666667
application,Server Based Application,WBS000223,Closed,4,4,4.0,0.242779503,incident,closed,0.0,2013-10-01 10:40:00,2013-10-01 16:21:00,2013-10-02 14:13:00,2013-10-02 14:13:00,1404111111,Other,1.0,1.0,1.0,27.55
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.975149165,incident,closed,0.0,2013-10-01 10:43:00,2013-10-01 16:21:00,2013-10-01 11:47:00,2013-10-01 11:47:00,1067777778,Software,1.0,1.0,1.0,1.0666666666666667
computer,Laptop,WBS000091,Closed,5,5,5.0,0.289767484,incident,closed,1.0,2013-10-01 10:44:00,2013-10-01 16:21:00,2013-10-08 17:14:00,2013-10-08 17:14:00,5693583333,Software,2.0,1.0,1.0,174.5
subapplication,Web Based Application,WBS000015,Closed,4,4,4.0,0.676254418,incident,closed,0.0,2013-10-01 10:59:00,2013-10-01 16:21:00,2013-10-01 15:17:00,2013-10-01 15:17:00,2181666667,Other,1.0,1.0,1.0,4.3
application,Server Based Application,WBS000307,Closed,NS,3,4.0,0.815300516,incident,closed,0.0,2013-10-01 11:03:00,2013-10-01 16:21:00,2013-10-01 12:17:00,2013-10-01 12:17:00,1231944444,Data,1.0,1.0,1.0,1.2333333333333334
subapplication,Web Based Application,WBS000015,Closed,5,5,5.0,0.836687713,incident,closed,0.0,2013-10-01 11:09:00,2013-10-01 16:21:00,2013-10-01 15:49:00,2013-10-01 15:49:00,4665277778,Other,1.0,1.0,1.0,4.666666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.315159592,incident,closed,0.0,2013-10-01 11:14:00,2013-10-01 16:21:00,2013-10-01 14:22:00,2013-10-01 14:22:00,3143055556,Other,1.0,1.0,1.0,3.1333333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.001575189,incident,closed,0.0,2013-10-01 11:42:00,2013-10-01 16:21:00,2013-10-02 08:43:00,2013-10-02 08:43:00,75125,Other,1.0,1.0,1.0,21.016666666666666
database,Database,WBS000239,Closed,3,4,3.0,0.768387863,incident,closed,0.0,2013-10-01 11:44:00,2013-10-01 16:21:00,2013-10-01 11:57:00,2013-10-01 11:57:00,215,User error,1.0,1.0,1.0,0.21666666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.572518006,incident,closed,0.0,2013-10-01 11:49:00,2013-10-01 16:21:00,2013-10-02 07:37:00,2013-10-02 07:38:00,6307222222,Other,1.0,1.0,1.0,19.816666666666666
application,Exchange,WBS000094,Closed,5,5,5.0,0.839387443,request for information,closed,2.0,2013-10-01 11:54:00,2013-10-01 16:21:00,2013-10-03 13:57:00,2013-10-03 13:57:00,2303805556,Unknown,1.0,1.0,1.0,50.05
computer,Laptop,WBS000187,Closed,4,5,4.0,0.06843087,incident,closed,4.0,2013-10-01 12:06:00,2013-10-01 16:21:00,2013-10-03 11:27:00,2013-10-03 11:28:00,2036277778,Hardware,1.0,1.0,1.0,47.36666666666667
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.0458388,request for information,closed,0.0,2013-10-01 12:20:00,2013-10-01 16:21:00,2013-10-02 11:22:00,2013-10-02 11:22:00,9537222222,Other,1.0,1.0,1.0,23.033333333333335
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.942765654,incident,closed,0.0,2013-10-01 12:32:00,2013-10-01 16:21:00,2013-10-02 10:26:00,2013-10-02 10:26:00,8398333333,No error - works as designed,1.0,1.0,1.0,21.9
computer,Desktop,WBS000187,Closed,4,4,4.0,0.442104929,incident,closed,0.0,2013-10-01 12:40:00,2013-10-01 16:21:00,2013-10-01 14:59:00,2013-10-01 14:59:00,2320833333,Software,1.0,1.0,1.0,2.316666666666667
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.102478714,request for information,closed,0.0,2013-10-01 12:52:00,2013-10-01 16:21:00,2013-10-01 14:18:00,2013-10-01 14:18:00,1427222222,Data,1.0,1.0,1.0,1.4333333333333333
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.798865094,request for information,closed,6.0,2013-10-01 13:12:00,2013-10-01 16:21:00,2013-10-03 09:06:00,2013-10-03 09:06:00,1688611111,Other,1.0,1.0,1.0,43.9
application,Server Based Application,WBS000013,Closed,NS,3,4.0,0.454615647,incident,closed,0.0,2013-10-01 13:30:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-01 13:53:00,393333333,User error,1.0,1.0,1.0,0.38333333333333336
application,Server Based Application,WBS000013,Closed,3,3,3.0,0.852792343,incident,closed,0.0,2013-10-01 13:37:00,2013-10-01 16:21:00,2013-10-01 13:48:00,2013-10-01 13:48:00,191111111,User error,1.0,1.0,1.0,0.18333333333333332
application,Server Based Application,WBS000017,Closed,4,4,4.0,0.300116963,incident,closed,0.0,2013-10-01 13:38:00,2013-10-01 16:21:00,2013-10-08 14:00:00,2013-10-08 14:00:00,1971388889,Unknown,1.0,1.0,1.0,168.36666666666667
application,Server Based Application,WBS000263,Closed,4,4,4.0,0.487838097,incident,closed,1.0,2013-10-01 13:39:00,2013-10-01 16:21:00,2013-10-01 14:02:00,2013-10-01 14:02:00,379166667,Other,1.0,1.0,1.0,0.38333333333333336
application,Web Based Application,WBS000025,Closed,5,5,5.0,0.216638796,request for information,closed,1.0,2013-10-01 13:40:00,2013-10-01 16:21:00,2013-10-07 13:22:00,2013-10-07 13:23:00,4171555556,Other,1.0,1.0,1.0,143.71666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.742056668,incident,closed,0.0,2013-10-01 13:40:00,2013-10-01 16:21:00,2013-10-02 15:41:00,2013-10-02 15:42:00,1252666667,Other,1.0,1.0,1.0,26.033333333333335
application,Server Based Application,WBS000023,Closed,NS,3,4.0,0.500746637,incident,closed,0.0,2013-10-01 13:40:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-01 13:45:00,79444444,User error,1.0,1.0,1.0,0.08333333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.16787193,request for information,closed,0.0,2013-10-01 10:19:00,2013-10-01 16:21:00,2013-10-01 10:21:00,2013-10-01 10:21:00,26111111,Other,1.0,1.0,1.0,0.03333333333333333
application,Server Based Application,WBS000013,Closed,3,3,3.0,0.087779111,incident,closed,0.0,2013-10-01 10:20:00,2013-10-01 16:21:00,2013-10-01 10:23:00,2013-10-01 10:23:00,55833333,User error,1.0,1.0,1.0,0.05
application,Web Based Application,WBS000172,Closed,5,5,5.0,0.21173433,request for information,closed,0.0,2013-10-01 10:22:00,2013-10-01 16:21:00,2013-10-01 11:25:00,2013-10-01 11:25:00,1059166667,Other,1.0,1.0,1.0,1.05
application,SAP,WBS000271,Closed,5,5,5.0,0.781145306,request for information,closed,0.0,2013-10-01 10:24:00,2013-10-01 16:21:00,2013-10-01 10:26:00,2013-10-01 10:26:00,38333333,Other,1.0,1.0,1.0,0.03333333333333333
subapplication,Web Based Application,WBS000015,Closed,4,4,4.0,0.869934136,incident,closed,0.0,2013-10-01 10:26:00,2013-10-01 16:21:00,2013-10-01 15:06:00,2013-10-01 15:06:00,4669722222,Other,1.0,1.0,1.0,4.666666666666667
application,Server Based Application,WBS000006,Closed,4,4,4.0,0.123487326,incident,closed,0.0,2013-10-01 10:31:00,2013-10-01 16:21:00,2013-10-01 13:52:00,2013-10-01 13:56:00,124444444,Other,1.0,1.0,1.0,3.4166666666666665
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.127410824,incident,closed,0.0,2013-10-01 10:35:00,2013-10-01 11:43:00,2013-10-02 13:37:00,2013-10-02 13:37:00,1318388889,Software,2.0,1.0,1.0,27.033333333333335
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.761008692,incident,closed,1.0,2013-10-01 10:43:00,2013-10-01 16:21:00,2013-10-02 11:37:00,2013-10-02 11:37:00,1140222222,Hardware,1.0,1.0,1.0,24.9
application,Server Based Application,WBS000030,Closed,5,5,5.0,0.048727435,incident,closed,1.0,2013-10-01 10:44:00,2013-10-01 16:21:00,2013-10-01 15:11:00,2013-10-01 15:11:00,4441944444,Software,1.0,1.0,1.0,4.45
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.538760131,request for information,closed,0.0,2013-10-01 11:00:00,2013-10-01 16:21:00,2013-10-01 11:05:00,2013-10-01 11:05:00,74166667,Other,1.0,1.0,1.0,0.08333333333333333
application,Web Based Application,WBS000168,Closed,5,5,5.0,0.653064082,incident,closed,0.0,2013-10-01 11:02:00,2013-10-01 16:21:00,2013-10-01 11:39:00,2013-10-01 11:39:00,615277778,Software,1.0,1.0,1.0,0.6166666666666667
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.757816249,request for information,closed,0.0,2013-10-01 11:05:00,2013-10-01 16:21:00,2013-10-07 07:15:00,2013-10-07 07:15:00,3840861111,Other,1.0,1.0,1.0,140.16666666666666
application,Server Based Application,WBS000099,Closed,NS,3,4.0,0.948034001,incident,closed,0.0,2013-10-01 11:07:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-01 11:09:00,34166667,User error,1.0,1.0,1.0,0.03333333333333333
application,Web Based Application,WBS000273,Closed,3,3,3.0,0.434959903,incident,closed,0.0,2013-10-01 11:08:00,2013-10-01 16:21:00,2013-10-01 14:16:00,2013-10-01 14:16:00,3131111111,Other,1.0,1.0,1.0,3.1333333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.738471479,request for information,closed,0.0,2013-10-01 11:11:00,2013-10-01 16:21:00,2013-10-01 11:12:00,2013-10-01 11:12:00,16388889,Other,1.0,1.0,1.0,0.016666666666666666
subapplication,Web Based Application,WBS000012,Closed,NS,3,4.0,0.096811553,incident,closed,2.0,2013-10-01 11:13:00,2013-10-01 16:21:00,2013-10-03 16:03:00,2013-10-03 16:04:00,3040833333,Other,1.0,1.0,1.0,52.85
application,Standard Application,WBS000027,Closed,5,5,5.0,0.671484275,incident,closed,0.0,2013-10-01 11:16:00,2013-10-01 16:21:00,2013-10-01 22:31:00,2013-10-01 22:31:00,6723888889,Data,1.0,1.0,1.0,11.25
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.949457204,request for information,closed,0.0,2013-10-01 11:17:00,2013-10-01 16:21:00,2013-10-03 14:51:00,2013-10-03 14:51:00,2456722222,No error - works as designed,1.0,1.0,1.0,51.56666666666667
application,Server Based Application,WBS000017,Closed,4,4,4.0,0.029220102,incident,closed,0.0,2013-10-01 11:25:00,2013-10-01 16:21:00,2013-10-03 10:11:00,2013-10-03 10:12:00,42025,User error,1.0,1.0,1.0,46.78333333333333
subapplication,Web Based Application,WBS000015,Closed,4,4,4.0,0.670238778,incident,closed,1.0,2013-10-01 11:31:00,2013-10-01 16:21:00,2013-10-01 15:04:00,2013-10-01 15:04:00,1908055556,Other,1.0,1.0,1.0,3.55
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.697155147,incident,closed,0.0,2013-10-01 11:32:00,2013-10-01 16:21:00,2013-10-01 14:26:00,2013-10-01 14:26:00,2898611111,Software,1.0,1.0,1.0,2.9
application,Web Based Application,WBS000037,Closed,3,3,3.0,0.8420284,incident,closed,0.0,2013-10-01 11:34:00,2013-10-01 16:21:00,2013-10-02 07:14:00,2013-10-02 07:14:00,64175,No error - works as designed,1.0,1.0,1.0,19.666666666666668
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.728513898,request for information,closed,0.0,2013-10-01 11:42:00,2013-10-01 16:21:00,2013-10-02 08:53:00,2013-10-02 08:53:00,1404444444,Other,1.0,1.0,1.0,21.183333333333334
application,Server Based Application,WBS000013,Closed,NS,3,4.0,0.729055041,incident,closed,0.0,2013-10-01 11:42:00,2013-10-01 16:21:00,2013-10-01 11:49:00,2013-10-01 11:49:00,112777778,User error,1.0,1.0,1.0,0.11666666666666667
application,Web Based Application,WBS000012,Closed,5,5,5.0,0.35257387,request for information,closed,1.0,2013-10-01 11:43:00,2013-10-01 16:21:00,2013-10-01 14:59:00,2013-10-01 14:59:00,3264166667,Software,1.0,1.0,1.0,3.2666666666666666
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.225519809,request for information,closed,2.0,2013-10-01 11:43:00,2013-10-01 16:21:00,2013-10-01 13:10:00,2013-10-01 13:10:00,1441944444,Other,1.0,1.0,1.0,1.45
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.418554799,incident,closed,0.0,2013-10-01 11:45:00,2013-10-01 16:21:00,2013-10-01 11:56:00,2013-10-01 11:56:00,180277778,Software,1.0,1.0,1.0,0.18333333333333332
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.33369433,incident,closed,0.0,2013-10-01 11:47:00,2013-10-01 16:21:00,2013-10-01 14:20:00,2013-10-01 14:20:00,2561944444,Software,1.0,1.0,1.0,2.55
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.645788636,incident,closed,0.0,2013-10-01 11:47:00,2013-10-01 16:12:00,2013-10-02 07:45:00,2013-10-02 07:45:00,4224722222,Operator error,2.0,1.0,1.0,19.966666666666665
